STA_LOC,RENT_NM,STAT_DATA,RENT_CNT,RTN_CNT,START_INDEX,END_INDEX,RNUM
마포구,108. 서교동 사거리,2024-01-01,32,30,0,0,1
양천구,729. 서부식자재마트 건너편,2024-01-01,23,25,0,0,2
양천구,731. 서울시 도로환경관리센터,2024-01-01,50,51,0,0,3
양천구,732. 신월중학교,2024-01-01,26,33,0,0,4
양천구,733. 신정이펜하우스314동,2024-01-01,7,3,0,0,5
양천구,734. 신트리공원 입구,2024-01-01,62,61,0,0,6
양천구,735. 영도초등학교,2024-01-01,42,69,0,0,7
양천구,736. 오솔길공원,2024-01-01,22,18,0,0,8
양천구,737. 장수공원,2024-01-01,13,13,0,0,9
양천구,739. 신월사거리,2024-01-01,16,14,0,0,10
양천구,740. 으뜸공원,2024-01-01,17,13,0,0,11
양천구,741. 화곡로 입구 교차로,2024-01-01,6,8,0,0,12
양천구,742. 등촌역 5번 출구 뒤,2024-01-01,11,14,0,0,13
양천구,743. 현대6차아파트 101동 옆,2024-01-01,18,13,0,0,14
양천구,744. 신목동역 2번 출구,2024-01-01,28,37,0,0,15
양천구,745. 강서초등학교,2024-01-01,7,7,0,0,16
양천구,746. 목동2단지 상가,2024-01-01,66,64,0,0,17
양천구,747. 목동3단지 상가,2024-01-01,43,38,0,0,18
양천구,748. 목동운동장,2024-01-01,14,12,0,0,19
광진구,505. 자양사거리 광진아크로텔 앞,2024-01-01,25,25,0,0,20
은평구,934. 신사동 성당,2024-01-01,5,4,0,0,21
은평구,937. 상림마을 롯데캐슬2단지 옆,2024-01-01,5,6,0,0,22
은평구,938. 금암 문화공원,2024-01-01,5,5,0,0,23
은평구,939. 은평구청 교차로,2024-01-01,10,6,0,0,24
은평구,941. 은평뉴타운 도서관,2024-01-01,8,6,0,0,25
은평구,942. 상림마을 생태공원,2024-01-01,3,2,0,0,26
은평구,943. 은평구청 보건소,2024-01-01,20,22,0,0,27
성동구,506. 금호 어울림 아파트 앞,2024-01-01,13,11,0,0,28
은평구,945. 기자촌 사거리 A,2024-01-01,1,0,0,0,29
은평구,946. 독바위역 ,2024-01-01,8,6,0,0,30
은평구,947. 연신내 선일하이츠빌 정류소,2024-01-01,6,5,0,0,31
은평구,948. 디지털미디어 시티역 4번출구(DMC역),2024-01-01,11,9,0,0,32
은평구,949. 연신내역 1번 출구 ,2024-01-01,24,23,0,0,33
은평구,950. 구산역 2번 출구 예일여고 버스정류장,2024-01-01,19,26,0,0,34
은평구,952. 서울연신중학교,2024-01-01,6,4,0,0,35
은평구,953. 서울연신초등학교,2024-01-01,2,2,0,0,36
강동구,1023. 한국종합기술사옥 앞,2024-01-01,6,11,0,0,37
강동구,1024.  강동구청 앞,2024-01-01,49,47,0,0,38
강동구,1025. 상일초등학교,2024-01-01,12,9,0,0,39
강동구,1027. 프라자 아파트 앞,2024-01-01,10,15,0,0,40
강동구,1028. 포레스 주상복합 빌딩,2024-01-01,23,27,0,0,41
강동구,1029. 성내어울터,2024-01-01,51,55,0,0,42
강동구,1030. 미호 플랜트 앞,2024-01-01,13,13,0,0,43
강동구,1031. 올림픽로 836(아리수로),2024-01-01,5,8,0,0,44
성동구,508. 성수아카데미타워 앞,2024-01-01,24,15,0,0,45
강동구,1033. 고덕동 아남아파트,2024-01-01,12,8,0,0,46
강동구,1034. 고덕동 래미안 힐스테이트,2024-01-01,1,0,0,0,47
강동구,1036. 고덕동 주양쇼핑,2024-01-01,9,11,0,0,48
강동구,1037. 강일리버파크 6단지,2024-01-01,3,4,0,0,49
강동구,1038. 강일 다솜 어린이 공원,2024-01-01,7,3,0,0,50
강동구,1039. 고덕초등학교,2024-01-01,0,1,0,0,51
강동구,1041. 묘곡초등학교,2024-01-01,3,6,0,0,52
강동구,1042. 강일리버파크 2~5단지,2024-01-01,9,7,0,0,53
강동구,1044. 굽은다리역,2024-01-01,75,70,0,0,54
강서구,1150. 송정역 1번출구,2024-01-01,43,51,0,0,55
강서구,1151. 마곡역1번출구,2024-01-01,33,30,0,0,56
강서구,1152. 마곡역교차로,2024-01-01,48,41,0,0,57
강서구,"1153. 발산역 1번, 9번 인근 대여소",2024-01-01,128,130,0,0,58
강서구,1155. 기쁜우리복지관,2024-01-01,38,47,0,0,59
강서구,1157. 강서구청,2024-01-01,33,54,0,0,60
성동구,510. 뚝도아리수정수센터 버스정류소 옆,2024-01-01,10,13,0,0,61
송파구,1251. 석촌역 2번출구,2024-01-01,62,54,0,0,62
송파구,1253. 오금역 3번 출구 뒤,2024-01-01,8,8,0,0,63
송파구,1256. 문정현대아파트 교차로,2024-01-01,10,10,0,0,64
송파구,1257. 가락시장역 사거리,2024-01-01,7,7,0,0,65
송파구,1258. 가락미륭아파트 앞,2024-01-01,4,5,0,0,66
송파구,1259. 방이역 1번출구,2024-01-01,21,21,0,0,67
송파구,1260. 방이동 한양3차아파트 옆,2024-01-01,24,21,0,0,68
성동구,511. 서울숲역 5번 출구 옆,2024-01-01,17,12,0,0,69
송파구,1262. 송파여성문화회관 앞,2024-01-01,57,45,0,0,70
송파구,1263. 장지공영차고지,2024-01-01,2,2,0,0,71
송파구,1264. 천호역 10번 출구 앞,2024-01-01,42,45,0,0,72
송파구,1265. 문정동 근린공원,2024-01-01,19,7,0,0,73
송파구,1266. 문정동 글샘 공원,2024-01-01,9,13,0,0,74
송파구,1267. 올림픽공원 남2문 앞,2024-01-01,15,11,0,0,75
송파구,1268. 몽촌토성역 1번출구 옆,2024-01-01,48,45,0,0,76
송파구,1269. 리센츠아파트 ,2024-01-01,30,24,0,0,77
송파구,1271. 송파도서관,2024-01-01,2,2,0,0,78
성동구,512. 뚝섬역 1번 출구 옆,2024-01-01,29,28,0,0,79
송파구,1274. 영파여고 앞,2024-01-01,19,14,0,0,80
중랑구,1442. 중랑구청 중화동 별관 앞,2024-01-01,35,34,0,0,81
중랑구,1444. 면목4치안센터,2024-01-01,18,14,0,0,82
중랑구,1445. 용마지구대 A,2024-01-01,9,10,0,0,83
중랑구,1446. 중랑전화국 교차로,2024-01-01,23,23,0,0,84
중랑구,1447. 면목역 3번출구,2024-01-01,39,37,0,0,85
중랑구,1448. 코스트코 상봉점,2024-01-01,29,30,0,0,86
마포구,109. 제일빌딩 앞,2024-01-01,17,16,0,0,87
마포구,400. 상암한화오벨리스크 1차 앞,2024-01-01,18,25,0,0,88
강북구,1526. 강북종합시장 앞,2024-01-01,13,17,0,0,89
강북구,1527. 미아역 1번 출구 뒤,2024-01-01,14,14,0,0,90
강북구,1528. 삼각산동 주민센터,2024-01-01,7,3,0,0,91
강북구,1529. 미아동 한국전력공사,2024-01-01,20,17,0,0,92
강북구,1530. 광산사거리,2024-01-01,38,37,0,0,93
강북구,1531. 미아사거리 1번 출구,2024-01-01,39,38,0,0,94
강북구,1532. 번3동 주민센터 교차로,2024-01-01,7,7,0,0,95
강북구,"1533. 번동 주공3, 4단지 교차로",2024-01-01,8,9,0,0,96
강북구,1535. 효성인텔리안 앞,2024-01-01,24,42,0,0,97
성동구,513. 뚝섬역 5번 출구 정류소 옆,2024-01-01,28,15,0,0,98
강북구,1536. 번동 두산위브 101동 옆,2024-01-01,10,6,0,0,99
노원구,1643. 태릉입구역 8번출구,2024-01-01,27,26,0,0,100
노원구,1646. 삼육대 입구,2024-01-01,0,4,0,0,101
노원구,1650. 중계근린공원내,2024-01-01,52,71,0,0,102
노원구,1651. 상계동 우방유쉘아파트 앞,2024-01-01,14,13,0,0,103
성동구,514. 성수사거리 버스정류장 앞,2024-01-01,43,33,0,0,104
노원구,1652. 파르코 앞,2024-01-01,6,6,0,0,105
노원구,1653. 노원역1번출구,2024-01-01,73,73,0,0,106
노원구,1654. 당고개입구 오거리,2024-01-01,2,3,0,0,107
노원구,1655. 공릉1단지아파트,2024-01-01,31,38,0,0,108
노원구,1656. 중앙하이츠 아파트 입구,2024-01-01,29,22,0,0,109
노원구,1657. 노원구청 ,2024-01-01,12,15,0,0,110
노원구,1659. 중계동 을지중학교,2024-01-01,17,10,0,0,111
노원구,1660. 서울시립과학관,2024-01-01,3,2,0,0,112
도봉구,1713. 쌍문동 이안아파트 앞,2024-01-01,14,1,0,0,113
광진구,515. 광양중학교 앞,2024-01-01,8,10,0,0,114
도봉구,1714. 도봉문화정보도서관 삼거리,2024-01-01,4,1,0,0,115
도봉구,1715. 서울특별시교육청도봉도서관,2024-01-01,8,6,0,0,116
도봉구,1716. 창동역 1번출구 건너편,2024-01-01,13,16,0,0,117
도봉구,1717. 시립창동운동장 입구,2024-01-01,3,1,0,0,118
도봉구,1719. 신도봉사거리 버스정류장,2024-01-01,15,10,0,0,119
도봉구,1720. 도봉구청 옆(중랑천변),2024-01-01,23,19,0,0,120
도봉구,1721. 창동역 2번출구 ,2024-01-01,61,54,0,0,121
광진구,516. 광진메디칼 앞,2024-01-01,13,17,0,0,122
금천구,1839. 수출의 다리 아래,2024-01-01,3,6,0,0,123
금천구,1840. 솔브레인이엔지 뒤편,2024-01-01,4,2,0,0,124
금천구,1841. 가산동 주민센터,2024-01-01,23,30,0,0,125
금천구,1842. 한울중학교,2024-01-01,0,1,0,0,126
금천구,1843. 독산고등학교,2024-01-01,6,7,0,0,127
금천구,1845. 롯데캐슬골드파크1차 서문,2024-01-01,5,2,0,0,128
금천구,1846. 롯데캐슬골드파크1차 동문,2024-01-01,10,8,0,0,129
금천구,1847. 독산주공 14단지 버스정류소,2024-01-01,4,2,0,0,130
금천구,1848. 벽산 디지털밸리 5차,2024-01-01,12,6,0,0,131
동작구,2058. 동작경찰서,2024-01-01,48,44,0,0,132
동작구,2059. 보라매공원 정문,2024-01-01,21,18,0,0,133
동작구,2060. 남성역3번출구 뒤,2024-01-01,19,30,0,0,134
동작구,2062. 사당새마을금고,2024-01-01,3,4,0,0,135
관악구,2159. 인헌초교,2024-01-01,3,3,0,0,136
서초구,2266. 서초역 3번출구,2024-01-01,8,11,0,0,137
중구,300. 정동사거리,2024-01-01,14,15,0,0,138
서초구,2268. 서초4동주민센터 ,2024-01-01,14,15,0,0,139
서초구,2270. 서초포레스타 7단지,2024-01-01,3,3,0,0,140
서초구,2271. 내방역 8번출구 앞,2024-01-01,8,10,0,0,141
서초구,2272. 교대입구 교차로,2024-01-01,5,4,0,0,142
서초구,2273. 일동제약 사거리,2024-01-01,6,3,0,0,143
서초구,2274. 양재시민의숲역 3번출구,2024-01-01,11,8,0,0,144
서초구,2275. 염곡치안센터 건너편,2024-01-01,0,2,0,0,145
서초구,2276. 영동1교 (양재천근린공원),2024-01-01,13,10,0,0,146
서초구,2277. 길마중4교 하부,2024-01-01,13,15,0,0,147
종로구,301. 경복궁역 7번출구 앞,2024-01-01,10,14,0,0,148
강남구,2362. 신사동 가로수길 입구,2024-01-01,22,14,0,0,149
강남구,2363. 강남 을지병원 교차로,2024-01-01,2,4,0,0,150
강남구,2364. 도산공원교차로,2024-01-01,5,3,0,0,151
강남구,2365. K+ 타워 앞,2024-01-01,5,9,0,0,152
강남구,2368. 도곡동 경남아파트 건너편,2024-01-01,6,4,0,0,153
강남구,2369. KT선릉타워,2024-01-01,10,10,0,0,154
강남구,2370. 한티역 3번출구,2024-01-01,13,6,0,0,155
종로구,302. 경복궁역 4번출구 뒤,2024-01-01,33,36,0,0,156
강남구,2372. 대치역 사거리,2024-01-01,9,11,0,0,157
강남구,2373. 개포동역 사거리,2024-01-01,12,11,0,0,158
강남구,2375. 수서역 1번출구 앞,2024-01-01,11,19,0,0,159
강남구,2376. 수서역 6번출구 앞,2024-01-01,6,6,0,0,160
강남구,2377. 수서역 5번출구,2024-01-01,36,31,0,0,161
서대문구,3100. 북성초교,2024-01-01,1,3,0,0,162
서대문구,3101. 서대문구청,2024-01-01,7,10,0,0,163
종로구,303. 광화문역 1번출구 앞,2024-01-01,29,12,0,0,164
서대문구,3102. 연희삼거리,2024-01-01,17,18,0,0,165
광진구,3506. 영동대교 북단,2024-01-01,42,33,0,0,166
광진구,3507. 어린이회관,2024-01-01,10,3,0,0,167
광진구,3508. 화양사거리,2024-01-01,18,20,0,0,168
광진구,3509. 세종사이버대학교,2024-01-01,29,29,0,0,169
성동구,3511. 응봉역 1번출구,2024-01-01,81,85,0,0,170
성동구,3513. 상왕십리역 1번출구,2024-01-01,33,17,0,0,171
성동구,3514. 왕십리교회옆,2024-01-01,41,36,0,0,172
성동구,3515. 서울숲 관리사무소,2024-01-01,17,30,0,0,173
서대문구,115. 마스타 빌딩 앞,2024-01-01,19,9,0,0,174
성북구,1336. 성북3교 위,2024-01-01,20,22,0,0,175
성북구,1337. 돈암성당 옆,2024-01-01,27,29,0,0,176
성북구,1338. 용문2교 옆,2024-01-01,23,33,0,0,177
성북구,1339. 삼성전자서비스 성북센터,2024-01-01,14,13,0,0,178
성북구,1340. 광운초등학교 앞,2024-01-01,11,5,0,0,179
성북구,1342. 성북쉼터 앞,2024-01-01,5,4,0,0,180
성북구,1343. 한성대7번출구 앞,2024-01-01,15,11,0,0,181
성북구,1344. 아리랑시네센터 앞,2024-01-01,7,2,0,0,182
종로구,305. 종로구청 옆,2024-01-01,27,24,0,0,183
성북구,1346. 길음8골어린이공원 옆,2024-01-01,3,7,0,0,184
성북구,1347. 길음래미안아파트817동 상가 앞,2024-01-01,4,5,0,0,185
성북구,1348. 성북제일새마을금고 본점 앞,2024-01-01,2,2,0,0,186
성북구,1349. 월계2교 버스정류장 앞,2024-01-01,9,6,0,0,187
성북구,1351. 안암2교 옆,2024-01-01,23,23,0,0,188
성북구,1352. e 편한세상 보문아파트 내,2024-01-01,1,1,0,0,189
성북구,1353. 금호어울림센터힐 내,2024-01-01,5,5,0,0,190
구로구,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),2024-01-01,16,19,0,0,191
구로구,1957. 구일고등학교 정문 ,2024-01-01,28,33,0,0,192
구로구,1958. 강서수도사업소민원센터,2024-01-01,23,26,0,0,193
구로구,1959. 구로구의회 앞,2024-01-01,20,17,0,0,194
구로구,1960. 구로거리공원 동측(신도림역 방면),2024-01-01,19,20,0,0,195
구로구,1961. 신도림테크노근린공원,2024-01-01,88,62,0,0,196
구로구,1962. 가리봉동주민센터,2024-01-01,4,5,0,0,197
구로구,1964. 원메디타운 앞,2024-01-01,31,39,0,0,198
구로구,1965. 삼환로즈빌아파트 105동 옆,2024-01-01,16,12,0,0,199
구로구,1966. 한마을아파트 정문상가,2024-01-01,24,25,0,0,200
구로구,1967. 참새공원(백곡경노당),2024-01-01,4,9,0,0,201
종로구,307. 서울역사박물관 앞,2024-01-01,25,20,0,0,202
구로구,1968. 동인오피스텔 건너편 소공원,2024-01-01,8,5,0,0,203
구로구,1969. 궁동생태공원,2024-01-01,1,1,0,0,204
구로구,1971. 오정초교 앞 보도육교,2024-01-01,2,0,0,0,205
구로구,1973. 오리로와 서해안도로 교차로 앞,2024-01-01,8,5,0,0,206
구로구,1974. 신도림2차e편한세상아파트 203동 앞,2024-01-01,14,16,0,0,207
구로구,1975. 대림역 1번 출입구 밑,2024-01-01,20,19,0,0,208
구로구,1976. 남구로역 5번 출입구 앞,2024-01-01,11,13,0,0,209
구로구,1977. 천왕역 1번 출입구 앞,2024-01-01,18,13,0,0,210
종로구,308. 광화문 S타워 앞,2024-01-01,24,22,0,0,211
구로구,1979. 구로1동우체국 앞,2024-01-01,4,1,0,0,212
구로구,1981. 천왕지구삼거리 앞,2024-01-01,9,10,0,0,213
강남구,2380. 삼성동베이직하우스앞,2024-01-01,3,2,0,0,214
강남구,2381. 언주역 3번출구앞,2024-01-01,4,7,0,0,215
강남구,2382. 역삼동 sk뷰 501동앞,2024-01-01,8,8,0,0,216
강남구,2383. 보금자리정원,2024-01-01,5,6,0,0,217
강서구,1158. 가양역 8번출구,2024-01-01,68,67,0,0,218
종로구,309. 광화문역 6번출구 옆 B,2024-01-01,5,6,0,0,219
강서구,1159. 서서울모터리움 앞,2024-01-01,5,4,0,0,220
강서구,1160. 양천향교역 7번출구앞,2024-01-01,89,88,0,0,221
강서구,1161. 강서면허시험장 앞,2024-01-01,2,1,0,0,222
강서구,1162. 공항초등학교건너편,2024-01-01,51,50,0,0,223
강서구,1163. 방화동강서기동대앞,2024-01-01,50,42,0,0,224
관악구,2164. 관악우체국,2024-01-01,31,39,0,0,225
중구,310. 청계광장 옆,2024-01-01,7,7,0,0,226
관악구,2165. JK장평타워,2024-01-01,1,1,0,0,227
관악구,2167. 낙성대역 1번출구,2024-01-01,8,4,0,0,228
광진구,3518. 군자역 7번출구뒤,2024-01-01,52,51,0,0,229
관악구,2169. 봉천역 2번출구,2024-01-01,11,17,0,0,230
관악구,2170. 조원동 강남힐병원,2024-01-01,23,22,0,0,231
광진구,3517. 용마사거리,2024-01-01,21,23,0,0,232
관악구,2172. 나들목공원,2024-01-01,13,15,0,0,233
관악구,2173. 당곡사거리,2024-01-01,60,61,0,0,234
관악구,2174. 삼성디지털프라자관악점,2024-01-01,11,11,0,0,235
관악구,2175. 신림동걷고싶은문화의거리입구,2024-01-01,33,33,0,0,236
광진구,3516. 구의아리수정수센터앞,2024-01-01,16,17,0,0,237
구로구,1983. 구로동롯데아파트,2024-01-01,26,19,0,0,238
구로구,1984. 구로구청,2024-01-01,21,25,0,0,239
구로구,1985. 구로도서관,2024-01-01,50,47,0,0,240
금천구,1849. 대륭포스트타워5차,2024-01-01,4,6,0,0,241
금천구,1850. 코오롱테크노밸리,2024-01-01,3,5,0,0,242
노원구,1661. 당현천근린공원,2024-01-01,32,27,0,0,243
노원구,1662. 노원역7번출구,2024-01-01,34,27,0,0,244
노원구,1663. 동해문화예술관앞,2024-01-01,29,30,0,0,245
노원구,1665. 양지근린공원앞,2024-01-01,25,18,0,0,246
노원구,1666. 노원소방서인근,2024-01-01,15,15,0,0,247
노원구,1667. 중계중학교,2024-01-01,34,22,0,0,248
노원구,1668. 중계역 6번출구,2024-01-01,54,57,0,0,249
노원구,1669. 중계역 3번출구,2024-01-01,26,22,0,0,250
노원구,1670. 노원경찰서교차로,2024-01-01,12,12,0,0,251
노원구,1671. 인덕대학교,2024-01-01,5,13,0,0,252
노원구,1672. 상계동수락리버시티,2024-01-01,7,11,0,0,253
노원구,1674. 서울북부고용센터앞,2024-01-01,28,31,0,0,254
도봉구,1722. 창동청소년수련관,2024-01-01,0,3,0,0,255
도봉구,1723. 방학동학마을도서관,2024-01-01,4,3,0,0,256
도봉구,1725. 창1동주민센터,2024-01-01,10,10,0,0,257
도봉구,1726. 삼익세라믹아파트교차로,2024-01-01,7,12,0,0,258
도봉구,1727. 서울도봉초등학교인근,2024-01-01,8,11,0,0,259
종로구,314. 국립현대미술관,2024-01-01,10,13,0,0,260
동대문구,648. 장안동위더스빌옆,2024-01-01,47,50,0,0,261
동대문구,650. 중랑교사거리,2024-01-01,21,21,0,0,262
서초구,2279. 교대역 5번출구뒤,2024-01-01,16,11,0,0,263
서초구,2280. 서울서초고용센터앞,2024-01-01,6,3,0,0,264
서초구,2281. 연세사랑병원신관앞,2024-01-01,6,5,0,0,265
서초구,2283. 그룹한빌딩옆,2024-01-01,6,5,0,0,266
서초구,2284. CJ오쇼핑앞,2024-01-01,0,1,0,0,267
서초구,2285. LH서초3단지 301동 맞은편,2024-01-01,8,9,0,0,268
서초구,2288. 안골마을입구,2024-01-01,0,1,0,0,269
서초구,2289. 남태령역 2번출구,2024-01-01,1,0,0,0,270
성북구,1354. 고려대학교 2번출구,2024-01-01,22,24,0,0,271
종로구,316. 종각역 1번출구 앞,2024-01-01,14,15,0,0,272
영등포구,275. 신동아아파트,2024-01-01,40,37,0,0,273
영등포구,276. 영등포로터리2,2024-01-01,18,22,0,0,274
영등포구,278. 쌍용플레티넘오피스텔,2024-01-01,42,33,0,0,275
용산구,827. 국군복지단,2024-01-01,0,1,0,0,276
용산구,828. 숙대입구역 8번,2024-01-01,21,24,0,0,277
용산구,829. 한강대교 북단 교차로,2024-01-01,33,25,0,0,278
용산구,830. 강변삼성스위트아파트 앞,2024-01-01,6,4,0,0,279
용산구,831. 이태원관광특구입구A(녹사평역쪽),2024-01-01,4,4,0,0,280
은평구,954. 은평뉴타운구파발9단지,2024-01-01,13,12,0,0,281
은평구,956. 응암시장교차로,2024-01-01,35,30,0,0,282
중랑구,1449. 상봉역 1번출구,2024-01-01,26,22,0,0,283
중랑구,1450. 화랑대역 7번출구,2024-01-01,8,16,0,0,284
중랑구,1451. 중랑세무서,2024-01-01,36,29,0,0,285
중랑구,1452. 겸재교 진입부,2024-01-01,39,48,0,0,286
관악구,2171. 서울대입구역 5번출구,2024-01-01,27,29,0,0,287
강서구,1165. 마곡중학교 후문,2024-01-01,17,12,0,0,288
용산구,832. 이촌1동 주민센터 뒤,2024-01-01,11,7,0,0,289
중구,318. 광교사거리 남측,2024-01-01,4,4,0,0,290
용산구,834. 효창공원앞역 3번출구 뒤,2024-01-01,23,30,0,0,291
용산구,835. 남영역 건너편,2024-01-01,15,27,0,0,292
용산구,836. 현대자동차서비스 앞,2024-01-01,16,15,0,0,293
용산구,837. 한남나들목 입구,2024-01-01,22,18,0,0,294
중랑구,1453. 중랑캠핑숲,2024-01-01,4,2,0,0,295
중랑구,1454. 한국전력공사(동대문 중랑지사),2024-01-01,16,20,0,0,296
성북구,1355. 보문2교,2024-01-01,39,41,0,0,297
노원구,1677. 육군사관학교  앞,2024-01-01,14,16,0,0,298
양천구,749. 이대목동병원보도육교,2024-01-01,28,18,0,0,299
강서구,1166. 강서구립등빛도서관,2024-01-01,59,49,0,0,300
강서구,1167. 마곡수명산파크3단지 교차로,2024-01-01,49,61,0,0,301
영등포구,279. 영등포 푸르지오 아파트 B,2024-01-01,21,20,0,0,302
동작구,2064. 흑석한강푸르지오 106동앞,2024-01-01,1,0,0,0,303
동작구,2065. 서울시여성가족재단,2024-01-01,5,5,0,0,304
관악구,2176. 보라매공원 보도육교,2024-01-01,28,16,0,0,305
중구,320. 을지로입구역 4번출구 앞,2024-01-01,10,8,0,0,306
서초구,2293. SPC 앞,2024-01-01,11,8,0,0,307
서초구,2294. 두상빌딩 앞,2024-01-01,18,26,0,0,308
강남구,2384. 자곡사거리,2024-01-01,31,26,0,0,309
강남구,2385. 학동역,2024-01-01,7,8,0,0,310
강남구,2386. 크린랩 본사,2024-01-01,2,1,0,0,311
송파구,1275. 거여초등학교 옆,2024-01-01,7,8,0,0,312
중구,321. KEB 하나금융그룹 명동사옥 옆,2024-01-01,8,8,0,0,313
강동구,1048. 둔촌어린이공원,2024-01-01,2,2,0,0,314
강동구,1049. 강일리버파크 10단지,2024-01-01,11,9,0,0,315
종로구,393. 동대문역 8번 출구,2024-01-01,15,11,0,0,316
종로구,394. 경희궁 자이 3단지,2024-01-01,10,12,0,0,317
종로구,395. 경희궁 자이 2단지,2024-01-01,15,18,0,0,318
중랑구,1455. 상봉역 2번 출구,2024-01-01,28,22,0,0,319
용산구,838. 숙대입구역 4번출구,2024-01-01,26,16,0,0,320
광진구,3520. 광진경찰서,2024-01-01,44,45,0,0,321
광진구,3521. 현대홈타운 뒷길,2024-01-01,4,4,0,0,322
중구,322. 명동성당 앞,2024-01-01,9,11,0,0,323
중랑구,1456. 상아빌딩(우림시장 교차로),2024-01-01,19,25,0,0,324
중랑구,1457. 동원사거리,2024-01-01,14,8,0,0,325
성북구,1357. 북한산보국문역,2024-01-01,7,4,0,0,326
성북구,1358. 정릉도서관 앞,2024-01-01,6,8,0,0,327
성북구,1360. 정릉역,2024-01-01,10,12,0,0,328
강북구,1537. 북한산 우이역,2024-01-01,11,13,0,0,329
강북구,1538. 솔밭공원역,2024-01-01,9,4,0,0,330
강북구,1539. 4.19민주묘지역,2024-01-01,15,10,0,0,331
강북구,1540. 가오리역,2024-01-01,16,8,0,0,332
강북구,1541. 삼양역,2024-01-01,1,3,0,0,333
강북구,1542. 삼양사거리역,2024-01-01,4,4,0,0,334
노원구,1679. 삼육대 도서관,2024-01-01,1,0,0,0,335
마포구,427. 성산시영아파트,2024-01-01,31,32,0,0,336
양천구,750. 연의근린공원 건너편,2024-01-01,17,11,0,0,337
중구,324. 신세계백화점 본점 앞,2024-01-01,12,10,0,0,338
